"CAMPAIGN_PERFORMANCE_REPORT (Jun 1, 2022-Jun 30, 2022)"
Campaign ID,Campaign,Impressions,Clicks,Cost,Conversions,Day,Device,Network,Top vs. Other,Currency,Cost / conv.,CTR,Avg. CPC,Conv. rate,Total conv. value,Avg. Cost,Avg. CPM,Network (with search partners),All conv.
17224157976,Wasserstein - Performance Max,31442,207,256468572,9.29,2022-06-01,Computers,Cross-network,Cross-network,USD,27601998,0.66%,1238979,4.34%,874.48,1198451,8156878,Cross-network,451.66
17224157976,Wasserstein - Performance Max,72097,440,292608634,14.19,2022-06-01,Mobile devices with full browsers,Cross-network,Cross-network,USD,20625841,0.61%,665020,3.20%,1902.47,659028,4058541,Cross-network,748.07
17224157976,Wasserstein - Performance Max,19833,138,142961699,4.75,2022-06-05,Computers,Cross-network,Cross-network,USD,30097200,0.70%,1035954,3.37%,723.27,1013913,7208274,Cross-network,277.30
17224157976,Wasserstein - Performance Max,66572,516,281638232,15.13,2022-06-06,Mobile devices with full browsers,Cross-network,Cross-network,USD,18610455,0.78%,545811,2.92%,3271.11,542656,4230581,Cross-network,905.67
17224157976,Wasserstein - Performance Max,31846,209,207622610,10.90,2022-06-07,Computers,Cross-network,Cross-network,USD,19047946,0.66%,993410,4.95%,2076.84,943739,6519582,Cross-network,380.12
17224157976,Wasserstein - Performance Max,22375,156,130545730,8.00,2022-06-12,Computers,Cross-network,Cross-network,USD,16318216,0.70%,836832,4.88%,1711.74,796011,5834446,Cross-network,310.73
17224157976,Wasserstein - Performance Max,84357,880,369644819,15.20,2022-06-15,Mobile devices with full browsers,Cross-network,Cross-network,USD,24318738,1.04%,420051,1.72%,2167.49,419098,4381910,Cross-network,906.90
17224157976,Wasserstein - Performance Max,75682,706,289651378,8.15,2022-06-16,Mobile devices with full browsers,Cross-network,Cross-network,USD,35558227,0.93%,410271,1.15%,1612.19,409112,3827216,Cross-network,707.51
17224157976,Wasserstein - Performance Max,29234,284,270598595,6.99,2022-06-16,Computers,Cross-network,Cross-network,USD,38735991,0.97%,952812,2.37%,1481.81,917283,9256297,Cross-network,408.80
17224157976,Wasserstein - Performance Max,19580,162,108402507,5.00,2022-06-19,Computers,Cross-network,Cross-network,USD,21680501,0.83%,669151,3.09%,536.22,669151,5536390,Cross-network,215.03
17224157976,Wasserstein - Performance Max,77730,776,339854361,10.97,2022-06-20,Mobile devices with full browsers,Cross-network,Cross-network,USD,30993687,1.00%,437957,1.41%,786.37,437957,4372242,Cross-network,796.21
17224157976,Wasserstein - Performance Max,62717,509,286590324,14.80,2022-06-21,Mobile devices with full browsers,Cross-network,Cross-network,USD,19367328,0.81%,563046,2.91%,3107.90,563046,4569580,Cross-network,823.05
17224157976,Wasserstein - Performance Max,32546,192,234365128,4.50,2022-06-30,Computers,Cross-network,Cross-network,USD,52081128,0.59%,1220652,2.34%,820.19,1220652,7201042,Cross-network,237.23
17224157976,Wasserstein - Performance Max,2689,114,21514482,0.00,2022-06-18,Tablets with full browsers,Cross-network,Cross-network,USD,0,4.24%,188724,0.00%,0.00,188724,8000923,Cross-network,16.00
17224157976,Wasserstein - Performance Max,2469,15,16070000,1.33,2022-06-11,Tablets with full browsers,Cross-network,Cross-network,USD,12052494,0.61%,1071333,8.89%,226.75,1071333,6508708,Cross-network,28.33
17224157976,Wasserstein - Performance Max,65124,405,203593813,10.79,2022-06-25,Mobile devices with full browsers,Cross-network,Cross-network,USD,18876246,0.62%,502701,2.66%,1264.75,502701,3126249,Cross-network,642.31
17224157976,Wasserstein - Performance Max,27582,210,199844321,5.00,2022-06-28,Computers,Cross-network,Cross-network,USD,39968864,0.76%,951640,2.38%,1108.64,951640,7245462,Cross-network,298.72
17224157976,Wasserstein - Performance Max,98221,521,326370424,9.50,2022-06-30,Mobile devices with full browsers,Cross-network,Cross-network,USD,34354781,0.53%,626431,1.82%,1241.74,626431,3322817,Cross-network,668.73
17224157976,Wasserstein - Performance Max,68207,489,281503412,9.08,2022-06-07,Mobile devices with full browsers,Cross-network,Cross-network,USD,31014185,0.72%,575672,1.76%,1073.17,546609,4127192,Cross-network,682.73
17224157976,Wasserstein - Performance Max,31461,274,241320330,3.70,2022-06-15,Computers,Cross-network,Cross-network,USD,65221711,0.87%,880731,1.34%,172.73,871193,7670460,Cross-network,260.22
17224157976,Wasserstein - Performance Max,30,0,592893,0.00,2022-06-11,Devices streaming video content to TV screens,Cross-network,Cross-network,USD,0,0.00%,0,0.00%,0.00,53899,19763100,Cross-network,2.00
17224157976,Wasserstein - Performance Max,20738,234,192276242,6.20,2022-06-18,Computers,Cross-network,Cross-network,USD,31012297,1.13%,821693,2.65%,725.46,821693,9271687,Cross-network,302.37
17224157976,Wasserstein - Performance Max,85383,975,315006703,10.33,2022-06-19,Mobile devices with full browsers,Cross-network,Cross-network,USD,30493878,1.14%,323084,1.06%,1498.77,323084,3689337,Cross-network,847.75
17224157976,Wasserstein - Performance Max,62769,386,208777408,4.25,2022-06-27,Mobile devices with full browsers,Cross-network,Cross-network,USD,49124096,0.61%,540874,1.10%,585.71,540874,3326123,Cross-network,513.04
17224157976,Wasserstein - Performance Max,2156,46,12750783,0.50,2022-06-17,Tablets with full browsers,Cross-network,Cross-network,USD,25501566,2.13%,277191,1.09%,135.31,277191,5914092,Cross-network,18.50
17224157976,Wasserstein - Performance Max,75327,495,322253720,6.33,2022-06-03,Mobile devices with full browsers,Cross-network,Cross-network,USD,50933719,0.66%,651018,1.26%,549.87,640663,4278064,Cross-network,590.86
17224157976,Wasserstein - Performance Max,20572,141,155258102,3.00,2022-06-04,Computers,Cross-network,Cross-network,USD,51752701,0.69%,1101121,1.88%,1048.14,970363,7547059,Cross-network,365.97
17224157976,Wasserstein - Performance Max,2440,54,9259300,0.50,2022-06-16,Tablets with full browsers,Cross-network,Cross-network,USD,18518600,2.21%,171469,0.93%,135.31,171469,3794795,Cross-network,25.50
17224157976,Wasserstein - Performance Max,63235,411,252927959,5.53,2022-06-09,Mobile devices with full browsers,Cross-network,Cross-network,USD,45749247,0.65%,615396,1.34%,763.02,613903,3999810,Cross-network,633.08
17224157976,Wasserstein - Performance Max,1845,13,5018973,0.00,2022-06-25,Tablets with full browsers,Cross-network,Cross-network,USD,0,0.70%,386075,0.00%,0.00,386075,2720311,Cross-network,6.00
17224157976,Wasserstein - Performance Max,2339,18,8280000,0.00,2022-06-29,Tablets with full browsers,Cross-network,Cross-network,USD,0,0.77%,460000,0.00%,0.00,460000,3539974,Cross-network,26.50
17224157976,Wasserstein - Performance Max,1525,12,5794148,0.00,2022-06-23,Tablets with full browsers,Cross-network,Cross-network,USD,0,0.79%,482846,0.00%,0.00,482846,3799441,Cross-network,11.00
17224157976,Wasserstein - Performance Max,23198,159,151010318,5.50,2022-06-09,Computers,Cross-network,Cross-network,USD,27456421,0.69%,949750,3.37%,629.33,926444,6509627,Cross-network,323.84
17224157976,Wasserstein - Performance Max,32,0,372801,0.00,2022-06-13,Devices streaming video content to TV screens,Cross-network,Cross-network,USD,0,0.00%,0,0.00%,0.00,46600,11650031,Cross-network,1.00
